CP-1,CP-2,CP-3,Class
-7.582298278808594,-3.8317413330078125,-2.1264138221740723,Class 2
4.046257495880127,0.34943005442619324,0.5229166746139526,Class 2
-2.4210479259490967,0.7471392750740051,0.8382984399795532,Class -2
0.4208028018474579,-0.3611609637737274,0.8678451180458069,Class -2
-2.00203013420105,0.7732453346252441,0.6781245470046997,Class -2
-2.0686593055725098,0.42781591415405273,0.471778929233551,Class -2
-1.5979377031326294,0.7946494221687317,0.5360398292541504,Class -2
1.4886139631271362,1.973789930343628,-1.6063520908355713,Class 1
2.8842828273773193,0.9195743799209595,-0.48334676027297974,Class 1
-1.21070396900177,0.8148970603942871,0.41195908188819885,Class -2
-0.5644426941871643,-4.541854381561279,-0.6978194713592529,Class 1
-6.355788707733154,-3.8625130653381348,-1.668238639831543,Class 1
-0.888002336025238,0.8589525818824768,0.517092227935791,Class -1
4.904891014099121,-2.3435702323913574,0.8269913196563721,Class 1
2.451033592224121,1.2280375957489014,-0.9263638257980347,Class 1
-0.37536680698394775,0.8821008801460266,0.36666619777679443,Class -1
2.42679500579834,0.990462601184845,-0.13276450335979462,Class 1
2.823375940322876,0.9934937953948975,-0.4191930294036865,Class 1
-1.0996699333190918,0.8214259147644043,0.4329243004322052,Class -1
3.4624547958374023,0.635754406452179,0.02968529984354973,Class 1
-3.4168832302093506,-5.120473861694336,-5.781250476837158,Class 1
-0.6125350594520569,0.8481673002243042,0.3495347499847412,Class -1
-1.3082607984542847,1.2206755876541138,0.7209169864654541,Class -1
-1.6260350942611694,0.46091553568840027,0.369899719953537,Class -1
3.5347800254821777,0.64735347032547,0.05811486765742302,Class 1
-0.14336532354354858,0.865936815738678,0.1229211762547493,Class -1
0.9866231083869934,-4.068819046020508,0.9214663505554199,Class 1
-0.6466578245162964,0.268476277589798,-0.20424216985702515,Class 1
-1.6856472492218018,-5.3042497634887695,-1.344780445098877,Class 1
2.919922351837158,0.901032030582428,-0.3927631378173828,Class 1
-0.29117351770401,0.7823650240898132,0.3494134545326233,Class -1
-1.1767772436141968,0.4868321716785431,0.2607865333557129,Class -1
4.068633556365967,-1.1288169622421265,-0.4763307273387909,Class 1
2.9254353046417236,-1.815581202507019,2.2604379653930664,Class 1
-0.5404151082038879,0.84625643491745,0.2680897116661072,Class -1
2.273167371749878,-4.102372169494629,1.3452417850494385,Class 1
0.32732585072517395,0.8889623880386353,0.042642928659915924,Class -1
3.6923065185546875,-2.232699155807495,1.2690556049346924,Class 1
-0.7122480273246765,0.14654381573200226,-0.2406242936849594,Class 1
3.2348990440368652,0.9451179504394531,-0.4122137427330017,Class -1
1.3517539501190186,-1.353672742843628,-1.8980941772460938,Class 0
-2.8664629459381104,-5.485595703125,-4.790161609649658,Class 0
-3.6782448291778564,1.1836061477661133,1.1858915090560913,Class 0
-2.672168731689453,-3.964648723602295,-0.37201589345932007,Class -1
2.6098084449768066,1.2572572231292725,-0.9638605713844299,Class -1
4.943329334259033,-2.3013174533843994,-0.5741017460823059,Class 0
-0.30485016107559204,0.5305741429328918,0.051210105419158936,Class -1
-3.8071420192718506,-3.9251749515533447,-0.7873786687850952,Class -1
3.014209032058716,-1.3770049810409546,2.1843268871307373,Class -1
1.667658805847168,-1.0586891174316406,-6.105562210083008,Class 0
4.845555305480957,-2.2290141582489014,-0.15372520685195923,Class 0
0.026985101401805878,-0.13912618160247803,0.8875315189361572,Class -1
2.796619415283203,-1.664223313331604,-3.25186824798584,Class 0
-1.8887505531311035,-4.999576568603516,0.2811126708984375,Class -1
-0.6598776578903198,-5.037151336669922,0.6945236921310425,Class 0
-0.7188801169395447,0.257485032081604,0.2558090090751648,Class 0
-1.0837637186050415,1.0211904048919678,0.5199097990989685,Class -1
-0.06634974479675293,0.8717901110649109,0.19325125217437744,Class -1
1.1459612846374512,2.3293426036834717,-1.8623476028442383,Class -1
0.10774987936019897,0.9035030007362366,0.22457090020179749,Class -1
-0.08679754287004471,1.4972858428955078,-1.3411489725112915,Class -1
-1.180802822113037,0.7347590327262878,0.5754688382148743,Class -1
-0.04622272402048111,3.0013155937194824,-2.806842565536499,Class -1
0.5744652152061462,-5.080338001251221,1.0629037618637085,Class -1
-1.1255580186843872,0.23672589659690857,0.37637943029403687,Class 0
-0.14848566055297852,1.5388479232788086,-0.9654475450515747,Class 0
-0.28117474913597107,1.482482671737671,-1.360298752784729,Class 0
3.1912384033203125,0.9890609979629517,-0.2832179665565491,Class 0
-0.2299978882074356,-4.0346221923828125,0.48412656784057617,Class 0
-0.9519553184509277,3.6368603706359863,-3.6149046421051025,Class 0
-0.6688491702079773,1.4893279075622559,-1.3231754302978516,Class 0
-0.4035879075527191,1.5265406370162964,-0.9466965198516846,Class 0
1.936521053314209,1.6652817726135254,-1.1614729166030884,Class 0
-0.40585508942604065,1.4922575950622559,-1.420522689819336,Class 0
-0.5141099691390991,0.2788337767124176,-0.1583530753850937,Class 0
-0.549957811832428,0.9785219430923462,0.31866198778152466,Class 0
2.5772550106048584,-1.161136507987976,2.763204336166382,Class 0
-5.132445335388184,-3.9002718925476074,-1.2655954360961914,Class 0
1.1724940538406372,0.9209117889404297,-0.19391712546348572,Class 0
-0.321325421333313,0.27714189887046814,0.10152886807918549,Class 0
-1.4018715620040894,-3.98877215385437,0.1297646164894104,Class 0
-0.06709004938602448,0.929321825504303,0.09361426532268524,Class 0
-1.4719583988189697,1.067761778831482,0.7247284054756165,Class 0
-0.07296817749738693,2.991234540939331,-2.8361222743988037,Class 0
-1.6156350374221802,1.0601109266281128,0.704088568687439,Class -1
-0.7352688908576965,0.1458565890789032,-0.1945425122976303,Class 0
-0.21413439512252808,0.8675567507743835,0.20161066949367523,Class -1
-0.19325262308120728,0.8646432161331177,0.12684547901153564,Class -1
-0.6986984610557556,0.8400560021400452,0.263482928276062,Class -1
-1.0795879364013672,0.821479082107544,0.38253435492515564,Class -1
-0.6948425769805908,0.8416293859481812,0.2751695513725281,Class -1
-0.7188093066215515,0.8426468372344971,0.3353957235813141,Class -1
-0.5864545702934265,0.8479797840118408,0.295449435710907,Class -1
-0.1647493541240692,0.8658169507980347,0.17314796149730682,Class -1
-0.7369827628135681,0.5094009041786194,0.15116633474826813,Class -1
-0.6987329125404358,0.7614651918411255,0.46327677369117737,Class -1
-0.7591007351875305,0.7595074772834778,0.4648325741291046,Class -1
0.17911554872989655,0.9053245782852173,0.21872113645076752,Class -1
-0.7119147181510925,0.7619504928588867,0.4710444509983063,Class -1
-0.9458667635917664,1.029479742050171,0.5474191308021545,Class 0
2.01318621635437,1.6793859004974365,-1.1139143705368042,Class 0
0.18343274295330048,0.8028371930122375,0.2314486801624298,Class 0
1.179948329925537,2.353134870529175,-1.8089346885681152,Class 0
2.796619415283203,-1.664223313331604,-3.25186824798584,Class 0
-1.8887505531311035,-4.999576568603516,0.2811126708984375,Class -1
-0.7188801169395447,0.257485032081604,0.2558090090751648,Class 0
-1.0837637186050415,1.0211904048919678,0.5199097990989685,Class -1
-0.06634974479675293,0.8717901110649109,0.19325125217437744,Class -1
-0.08679754287004471,1.4972858428955078,-1.3411489725112915,Class -1
-1.180802822113037,0.7347590327262878,0.5754688382148743,Class -1
0.5744652152061462,-5.080338001251221,1.0629037618637085,Class -1
-1.1255580186843872,0.23672589659690857,0.37637943029403687,Class 0
-0.7188801169395447,0.257485032081604,0.2558090090751648,Class 0
-0.7188801169395447,0.257485032081604,0.2558090090751648,Class 0
-0.7188801169395447,0.257485032081604,0.2558090090751648,Class 0
-0.4035879075527191,1.5265406370162964,-0.9466965198516846,Class 0
1.936521053314209,1.6652817726135254,-1.1614729166030884,Class 0
-0.1647493541240692,0.8658169507980347,0.17314796149730682,Class -1
-0.5141099691390991,0.2788337767124176,-0.1583530753850937,Class 0
2.5772550106048584,-1.161136507987976,2.763204336166382,Class 0
1.1724940538406372,0.9209117889404297,-0.19391712546348572,Class 0
-0.321325421333313,0.27714189887046814,0.10152886807918549,Class 0
-1.6156350374221802,1.0601109266281128,0.704088568687439,Class -1
-0.21413439512252808,0.8675567507743835,0.20161066949367523,Class -1
-0.6986984610557556,0.8400560021400452,0.263482928276062,Class -1
-1.0795879364013672,0.821479082107544,0.38253435492515564,Class -1
-0.6948425769805908,0.8416293859481812,0.2751695513725281,Class -1
-0.5864545702934265,0.8479797840118408,0.295449435710907,Class -1
-0.1647493541240692,0.8658169507980347,0.17314796149730682,Class -1
0.17911554872989655,0.9053245782852173,0.21872113645076752,Class -1
2.01318621635437,1.6793859004974365,-1.1139143705368042,Class 0
0.18343274295330048,0.8028371930122375,0.2314486801624298,Class 0
-1.544956922531128,0.7643157243728638,0.5447478890419006,Class -2
-1.489183783531189,0.24416473507881165,0.563971757888794,Class -2
-1.288440227508545,0.77982497215271,0.4173791706562042,Class -2
-0.5037841796875,0.0717444121837616,0.7954451441764832,Class -2
-1.8474801778793335,0.7814314961433411,0.6237824559211731,Class -2
-1.9614014625549316,0.7542223334312439,0.6813058853149414,Class -2
-1.6111656427383423,0.6342219114303589,0.4398807883262634,Class -2
-1.9454331398010254,0.7762430906295776,0.6582242250442505,Class -2
-0.952561616897583,0.42514553666114807,0.6421154737472534,Class -2
-1.3851524591445923,0.8057754635810852,0.46785736083984375,Class -2
-2.0572783946990967,0.4329504370689392,0.470985472202301,Class -2
-2.373473644256592,0.7498852610588074,0.820828378200531,Class -2
-1.774409532546997,0.785301923751831,0.5980899333953857,Class -2
-1.8462862968444824,0.7814947962760925,0.6233627200126648,Class -2
-1.6054534912109375,0.7887924313545227,0.5350138545036316,Class -2
-1.6912403106689453,0.789707362651825,0.5688462853431702,Class -2
-2.129324197769165,0.7634705901145935,0.7355397343635559,Class -2
-1.2346307039260864,0.4139375388622284,0.7382160425186157,Class -2
-1.8850764036178589,0.5708822011947632,0.4968408942222595,Class -2
-1.735236644744873,0.7867244482040405,0.5864580869674683,Class -2
-1.5308051109313965,0.7981595396995544,0.5145286321640015,Class -2
-1.7559623718261719,0.7862790822982788,0.5916035175323486,Class -2
-2.3446879386901855,0.7518967986106873,0.8091090321540833,Class -2
-1.9535025358200073,0.5175575613975525,0.4874996542930603,Class -2
-1.6655932664871216,0.7909537553787231,0.56496262550354,Class -2
-0.8714457750320435,0.5703455805778503,0.5067568421363831,Class -2
-0.5054041147232056,0.3064875602722168,0.6090384721755981,Class -2
-2.4079270362854004,0.7479567527770996,0.8332828879356384,Class -2
-2.2301583290100098,0.7578256726264954,0.771058201789856,Class -2
-1.7796800136566162,0.7850229144096375,0.5999429821968079,Class -2
-2.281801462173462,0.6209585666656494,0.6934682130813599,Class -2
-1.2687407732009888,0.8118422627449036,0.43147993087768555,Class -2
-1.49232816696167,0.8001714944839478,0.5021995902061462,Class -2
-1.4714901447296143,0.8012610673904419,0.49552246928215027,Class -2
-1.7001193761825562,0.5940889120101929,0.4460829496383667,Class -2
-1.5898804664611816,0.7949389219284058,0.5394964218139648,Class -2
0.34241920709609985,-0.31628313660621643,0.8549618124961853,Class -2
-2.0123887062072754,0.7195427417755127,0.6460447907447815,Class -2
-1.8020780086517334,0.7837698459625244,0.610869824886322,Class -2
-1.6377763748168945,0.7924178838729858,0.555606484413147,Class -2
-1.0398919582366943,0.10177217423915863,0.6354528069496155,Class -2
-2.3789947032928467,0.7494934797286987,0.8234853744506836,Class -2
3.5385522842407227,0.6348024606704712,0.05433831363916397,Class 1
3.663679361343384,-2.152886152267456,1.218423843383789,Class 1
0.9246631860733032,-4.311225414276123,0.3743273615837097,Class 1
2.881317138671875,0.9380037784576416,-0.4033314883708954,Class 1
-0.695142924785614,0.008421288803219795,-0.2574661374092102,Class 1
4.090580463409424,-1.1606976985931396,-0.4421256482601166,Class 1
2.809366226196289,-1.1624146699905396,1.7033690214157104,Class 1
2.4017505645751953,-3.9329681396484375,1.3383389711380005,Class 1
3.2554168701171875,0.7369880676269531,-0.13152693212032318,Class 1
3.1274209022521973,0.7995733022689819,-0.2311927080154419,Class 1
1.00819730758667,-4.0693817138671875,0.9285730123519897,Class 1
-0.681632936000824,0.20345737040042877,-0.22364243865013123,Class 1
3.197936534881592,0.44659423828125,-0.2219248116016388,Class 1
2.396662473678589,1.306887149810791,-0.7987188100814819,Class 1
4.255074501037598,-1.0013867616653442,0.46780556440353394,Class 1
3.55295467376709,0.6076790690422058,0.0683140754699707,Class 1
2.3954074382781982,1.2711409330368042,-0.9656660556793213,Class 1
1.5484721660614014,-4.08347225189209,1.1065340042114258,Class 1
3.0744829177856445,0.31966692209243774,-0.7529137134552002,Class 1
2.8170437812805176,0.9934453964233398,-0.4146198034286499,Class 1
1.7108309268951416,1.801600456237793,-1.4493470191955566,Class 1
-1.3143528699874878,-1.0303977727890015,-1.548443078994751,Class 1
1.3296152353286743,0.05987539887428284,-0.8056997656822205,Class 1
4.394776821136475,-1.6025748252868652,0.03196924179792404,Class 1
2.8376662731170654,0.9159494638442993,-0.3493940830230713,Class 1
3.96354341506958,-0.8229026794433594,-0.38860541582107544,Class 1
1.7448163032531738,-3.187666416168213,1.4450856447219849,Class 1
4.642027378082275,-1.8006298542022705,0.6816933155059814,Class 1
